Category,ID,Latitude,Longitude,Date,HLS_Tile,HLSL30_020_B01,HLSL30_020_B02,HLSL30_020_B03,HLSL30_020_B04,HLSL30_020_B05,HLSL30_020_B06,HLSL30_020_B07,HLSL30_020_B09,HLSL30_020_B10,HLSL30_020_B11,HLSL30_020_Fmask,HLSL30_020_Fmask_bitmask,HLSL30_020_Fmask_Aerosol_level,HLSL30_020_Fmask_Aerosol_level_Description,HLSL30_020_Fmask_Water,HLSL30_020_Fmask_Water_Description,HLSL30_020_Fmask_Snow/ice,HLSL30_020_Fmask_Snow/ice_Description,HLSL30_020_Fmask_Cloud_shadow,HLSL30_020_Fmask_Cloud_shadow_Description,HLSL30_020_Fmask_Adjacent_to_cloud/shadow,HLSL30_020_Fmask_Adjacent_to_cloud/shadow_Description,HLSL30_020_Fmask_Cloud,HLSL30_020_Fmask_Cloud_Description,"HLSL30_020_Fmask_Cirrus_/_Reserved,_but_not_used","HLSL30_020_Fmask_Cirrus_/_Reserved,_but_not_used_Description"
US-Tw1_LS,1,38.1074,-121.6469,2014-11-13,10SFH,0.5233,0.508,0.4796,0.4777,0.5352,0.3331,0.2192,0.0016,8.07,7.93,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2014-11-29,10SFH,0.0461,0.0494,0.0949,0.0876,0.1999,0.1691,0.1403,0.0011,8.97,7.92,196.0,0b11000100,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2014-12-31,10SFH,0.0261,0.0317,0.0499,0.0618,0.1455,0.2029,0.1328,0.0022,6.13,6.45,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2015-01-16,10SFH,0.6154,0.5719,0.4964,0.4709,0.4666,0.2107,0.1475,0.0359,-2.88,-3.56,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2015-02-01,10SFH,0.0029,0.0275,0.0746,0.0848,0.1383,0.1228,0.0914,0.0017,6.42,5.71,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2015-02-17,10SFH,0.0166,0.0239,0.0461,0.0497,0.1074,0.1245,0.0836,0.0011,13.02,12.42,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2015-03-05,10SFH,0.0456,0.0516,0.0661,0.0824,0.1483,0.2406,0.1653,0.0019,17.62,17.34,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2015-03-21,10SFH,0.0448,0.0529,0.0734,0.0895,0.1789,0.2586,0.1727,0.0019,20.61,18.98,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2015-04-06,10SFH,0.0413,0.0563,0.0904,0.1011,0.2076,0.2219,0.1555,0.023,6.06,4.78,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2015-04-22,10SFH,0.0352,0.0453,0.0724,0.0839,0.204,0.2368,0.1549,0.0015,20.68,19.07,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2015-05-08,10SFH,0.0418,0.0496,0.0726,0.0822,0.2272,0.2348,0.1506,0.0023,21.01,19.68,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2015-05-24,10SFH,0.0363,0.044,0.0673,0.0749,0.2284,0.2181,0.1347,0.001,23.08,21.4,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2015-06-09,10SFH,0.2465,0.2394,0.2664,0.2695,0.4325,0.2114,0.1851,0.1192,-22.0,-25.05,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2015-06-25,10SFH,0.0271,0.0359,0.0586,0.0602,0.2663,0.1836,0.1055,0.0011,29.75,28.46,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2015-07-11,10SFH,0.0244,0.0318,0.0583,0.0579,0.3022,0.1685,0.0922,0.0012,22.72,20.91,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2015-07-27,10SFH,0.021,0.0268,0.0502,0.0483,0.2843,0.1486,0.0798,0.0013,27.1,26.22,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2015-08-12,10SFH,0.019,0.0253,0.0504,0.0488,0.3115,0.1523,0.0791,0.001,24.16,23.23,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2015-08-28,10SFH,0.0314,0.057,0.1099,0.1127,0.335,0.156,0.1046,0.0328,5.33,3.97,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2015-09-13,10SFH,0.0329,0.0595,0.1186,0.1101,0.3623,0.1784,0.0996,0.012,7.59,12.91,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2015-09-29,10SFH,0.0237,0.0422,0.0845,0.0917,0.2186,0.1187,0.0885,0.0385,2.56,1.62,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2015-10-15,10SFH,0.0328,0.0553,0.0713,0.0799,0.3216,0.1904,0.1158,0.0043,17.69,12.89,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2015-10-31,10SFH,0.0199,0.0251,0.0417,0.0439,0.2367,0.1482,0.0791,0.0014,20.44,19.85,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2015-11-16,10SFH,0.0192,0.0242,0.0424,0.0455,0.2186,0.1455,0.0814,0.0008,10.83,10.56,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2015-12-02,10SFH,0.1797,0.1975,0.1963,0.2375,0.3825,0.2418,0.2056,0.0693,-15.0,-18.22,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2015-12-18,10SFH,0.0321,0.042,0.0597,0.0809,0.1952,0.2161,0.1282,0.0011,7.99,7.68,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2016-01-03,10SFH,0.0173,0.0302,0.0451,0.0562,0.1015,0.101,0.0701,0.0166,3.56,1.54,76.0,0b01001100,0b01,Low aerosol,0b0,No,0b0,No,0b1,Yes,0b1,Yes,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2016-02-04,10SFH,0.0425,0.0514,0.0691,0.0893,0.1656,0.241,0.1528,0.0011,10.42,10.06,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2016-02-20,10SFH,0.0397,0.063,0.111,0.1226,0.228,0.2157,0.1534,0.0354,0.09,-1.46,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2016-03-07,10SFH,0.7943,0.7779,0.7295,0.7147,0.7151,0.1989,0.2176,0.0847,-28.33,-26.93,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2016-03-23,10SFH,0.0429,0.0505,0.0697,0.0823,0.1823,0.2507,0.1648,0.0071,15.14,13.98,72.0,0b01001000,0b01,Low aerosol,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2016-04-08,10SFH,0.4536,0.4423,0.4358,0.4285,0.5203,0.1487,0.1561,0.0416,-19.84,-19.74,130.0,0b10000010,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2016-04-24,10SFH,0.045,0.0492,0.0657,0.0707,0.2315,0.2315,0.1416,0.0021,20.3,18.55,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2016-05-10,10SFH,0.0338,0.0395,0.0611,0.064,0.2374,0.2112,0.1241,0.0015,24.69,23.22,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2016-05-26,10SFH,0.028,0.035,0.0584,0.0617,0.2466,0.1971,0.1118,0.0021,23.11,21.23,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2016-06-11,10SFH,0.0279,0.0361,0.0601,0.0669,0.2662,0.199,0.1126,0.0016,25.05,23.16,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2016-06-27,10SFH,0.0249,0.0327,0.0591,0.064,0.2996,0.1949,0.1063,0.0009,31.68,30.79,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2016-07-13,10SFH,0.0259,0.0332,0.06,0.0666,0.3,0.1911,0.104,0.0011,29.92,29.34,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2016-07-29,10SFH,0.0195,0.0276,0.05,0.0542,0.2805,0.1753,0.092,0.0008,28.11,26.29,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2016-08-14,10SFH,0.0203,0.0275,0.05,0.0522,0.2883,0.1679,0.0882,0.001,28.22,27.61,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2016-08-30,10SFH,0.0241,0.0302,0.0525,0.0565,0.3171,0.1842,0.0942,0.0012,23.03,21.94,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2016-09-15,10SFH,0.0191,0.025,0.0476,0.0498,0.2776,0.1528,0.0786,0.0013,23.96,23.21,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2016-10-01,10SFH,0.0182,0.0244,0.0421,0.0462,0.2652,0.1544,0.0801,0.0013,20.76,20.29,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2016-10-17,10SFH,0.0186,0.0239,0.0496,0.05,0.2681,0.1468,0.0766,0.001,17.23,16.11,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2016-11-02,10SFH,0.0203,0.0236,0.0368,0.0427,0.1768,0.1477,0.0842,0.0011,16.05,15.78,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2016-11-18,10SFH,0.0237,0.0295,0.0431,0.0506,0.1713,0.167,0.0956,0.0012,11.56,11.43,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2016-12-04,10SFH,0.027,0.0369,0.0622,0.0729,0.186,0.1907,0.113,0.0112,7.04,6.67,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2016-12-20,10SFH,0.0319,0.0404,0.059,0.0759,0.1794,0.2145,0.1261,0.0059,6.6,6.44,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2017-01-05,10SFH,0.0316,0.0393,0.0597,0.0837,0.186,0.1995,0.1213,0.0008,6.69,6.86,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2017-01-21,10SFH,0.5965,0.5977,0.5707,0.5769,0.587,0.368,0.2747,0.004,-5.05,-4.94,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2017-02-06,10SFH,0.7827,0.7625,0.6976,0.6793,0.6602,0.259,0.1937,0.0829,-19.05,-21.04,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2017-02-22,10SFH,0.0323,0.056,0.1131,0.1214,0.2011,0.1565,0.1209,0.0311,-2.63,-3.08,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2017-03-10,10SFH,0.363,0.3678,0.3307,0.3566,0.4922,0.3594,0.3437,0.1415,-28.58,-33.89,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2017-03-26,10SFH,0.342,0.3493,0.3684,0.3814,0.4883,0.2999,0.1988,0.0057,-4.61,-4.39,130.0,0b10000010,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2017-04-27,10SFH,0.0344,0.0412,0.0601,0.0697,0.1933,0.2351,0.1457,0.0008,21.1,19.42,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2017-05-13,10SFH,0.0358,0.0417,0.0645,0.0712,0.2406,0.2181,0.1314,0.0017,22.17,21.11,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2017-05-29,10SFH,0.0331,0.0413,0.067,0.0709,0.2837,0.2206,0.1269,0.0013,23.78,22.65,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2017-06-14,10SFH,0.0272,0.0352,0.0599,0.0627,0.2902,0.2003,0.1099,0.001,28.32,26.86,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2017-06-30,10SFH,0.0214,0.0303,0.0587,0.0604,0.2927,0.1781,0.0956,0.0009,26.17,25.31,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2017-07-16,10SFH,0.0174,0.025,0.0511,0.0514,0.2896,0.1649,0.0858,0.0012,31.27,30.02,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2017-08-01,10SFH,0.0195,0.0285,0.056,0.0532,0.3017,0.1606,0.0824,0.0014,27.77,26.33,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2017-08-17,10SFH,0.0235,0.0341,0.0661,0.0667,0.2814,0.1617,0.0961,0.0009,24.33,22.91,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2017-09-02,10SFH,0.0239,0.0358,0.0698,0.0665,0.2865,0.1572,0.0902,0.0013,29.29,27.96,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2017-09-18,10SFH,0.0208,0.0434,0.0763,0.0864,0.2669,0.1354,0.0872,0.0216,3.3,7.92,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2017-10-04,10SFH,0.0214,0.0299,0.0553,0.0596,0.2678,0.1495,0.0865,0.0014,20.52,20.2,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2017-10-20,10SFH,0.1619,0.1543,0.2459,0.2637,0.3942,0.2347,0.215,0.1724,-27.06,-27.48,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2017-11-05,10SFH,0.0229,0.0292,0.0484,0.0591,0.2167,0.1523,0.0885,0.0012,13.46,13.28,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2017-11-21,10SFH,0.157,0.146,0.1874,0.2059,0.3461,0.2065,0.1864,0.0899,-18.76,-16.13,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2017-12-07,10SFH,0.0251,0.0317,0.0484,0.0647,0.1607,0.1792,0.1089,0.0016,10.77,11.29,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_LS,1,38.1074,-121.6469,2017-12-23,10SFH,0.0315,0.0507,0.0852,0.1049,0.1794,0.1831,0.1276,0.0318,0.0,-0.49,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
