Category,ID,Latitude,Longitude,Date,HLS_Tile,HLSS30_020_B01,HLSS30_020_B02,HLSS30_020_B03,HLSS30_020_B04,HLSS30_020_B05,HLSS30_020_B06,HLSS30_020_B07,HLSS30_020_B08,HLSS30_020_B09,HLSS30_020_B10,HLSS30_020_B11,HLSS30_020_B12,HLSS30_020_B8A,HLSS30_020_Fmask,HLSS30_020_Fmask_bitmask,HLSS30_020_Fmask_Aerosol_level,HLSS30_020_Fmask_Aerosol_level_Description,HLSS30_020_Fmask_Water,HLSS30_020_Fmask_Water_Description,HLSS30_020_Fmask_Snow/ice,HLSS30_020_Fmask_Snow/ice_Description,HLSS30_020_Fmask_Cloud_shadow,HLSS30_020_Fmask_Cloud_shadow_Description,HLSS30_020_Fmask_Adjacent_to_cloud/shadow,HLSS30_020_Fmask_Adjacent_to_cloud/shadow_Description,HLSS30_020_Fmask_Cloud,HLSS30_020_Fmask_Cloud_Description,"HLSS30_020_Fmask_Cirrus_/_Reserved,_but_not_used","HLSS30_020_Fmask_Cirrus_/_Reserved,_but_not_used_Description"
US-Tw1_S2,1,38.1074,-121.6469,2018-03-31,10SFH,0.0521,0.0731,0.1143,0.1424,0.1796,0.2568,0.2883,0.2949,0.1783,0.091,0.1946,0.1545,0.3093,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-04-15,10SFH,0.0408,0.0564,0.0785,0.1021,0.1155,0.1556,0.1793,0.1696,0.0751,0.0017,0.2805,0.1847,0.197,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-04-20,10SFH,0.0407,0.0555,0.0754,0.097,0.1104,0.1611,0.1817,0.1742,0.0746,0.0012,0.2712,0.1723,0.2034,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-04-25,10SFH,0.0422,0.0559,0.0751,0.0975,0.1127,0.1562,0.1829,0.1745,0.0786,0.0018,0.2755,0.1822,0.2096,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-04-30,10SFH,0.0269,0.0433,0.0729,0.0872,0.1122,0.1901,0.226,0.2216,0.0558,0.0211,0.2003,0.1337,0.2577,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-05-05,10SFH,0.0315,0.0476,0.0748,0.0962,0.1145,0.1703,0.1991,0.1911,0.0833,0.0163,0.2324,0.1569,0.232,200.0,0b11001000,0b11,High aerosol,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-05-10,10SFH,0.0514,0.0525,0.0761,0.0965,0.1375,0.2355,0.2767,0.2783,0.0966,0.0532,0.2341,0.1613,0.3086,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-05-15,10SFH,0.0287,0.0482,0.0726,0.0982,0.118,0.1686,0.1934,0.1882,0.0629,0.0013,0.2644,0.1701,0.2193,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-05-20,10SFH,0.081,0.0826,0.1323,0.1643,0.1958,0.2796,0.3166,0.3174,0.1369,0.0578,0.21,0.1553,0.3475,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-05-30,10SFH,0.0289,0.0455,0.0723,0.09,0.1166,0.1958,0.2323,0.2226,0.1019,0.0015,0.2563,0.1528,0.2651,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-06-04,10SFH,0.0262,0.0434,0.0664,0.0868,0.1127,0.1834,0.212,0.2062,0.1134,0.0014,0.2446,0.1542,0.2459,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-06-09,10SFH,0.0369,0.0751,0.0905,0.0841,0.1164,0.1988,0.2147,0.2552,0.0901,0.0538,0.1891,0.1214,0.2408,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-06-14,10SFH,0.0246,0.0378,0.0611,0.0767,0.1079,0.1912,0.2183,0.2204,0.1227,0.0014,0.2264,0.1409,0.2538,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-06-19,10SFH,0.0261,0.036,0.0586,0.0717,0.1003,0.1937,0.2328,0.2189,0.0642,0.0008,0.222,0.126,0.2664,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-06-24,10SFH,0.0268,0.0326,0.056,0.0655,0.0972,0.1979,0.2336,0.2283,0.1005,0.001,0.2075,0.1218,0.2629,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-06-29,10SFH,0.0215,0.0296,0.0545,0.0623,0.0998,0.2115,0.2553,0.2383,0.0787,0.001,0.2097,0.1177,0.2866,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-07-04,10SFH,0.0223,0.0244,0.0494,0.0518,0.0936,0.2227,0.2633,0.2552,0.0966,0.0012,0.19,0.1068,0.2977,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-07-09,10SFH,0.0211,0.029,0.0552,0.0615,0.0984,0.2195,0.2678,0.2633,0.0941,0.001,0.1988,0.109,0.307,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-07-14,10SFH,0.0236,0.0206,0.0467,0.048,0.0888,0.2206,0.2668,0.2576,0.0413,0.0015,0.1777,0.0956,0.303,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-07-19,10SFH,0.02,0.0245,0.0468,0.0521,0.0919,0.2208,0.2741,0.267,0.0895,0.001,0.1856,0.0986,0.3154,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-07-24,10SFH,0.0237,0.0215,0.0459,0.0439,0.0833,0.2196,0.282,0.2672,0.0663,0.0015,0.1732,0.0934,0.3133,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-07-29,10SFH,0.0107,0.0234,0.0385,0.0343,0.0566,0.1616,0.2141,0.2046,-0.0021,0.0012,0.0717,0.0308,0.2323,196.0,0b11000100,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-08-03,10SFH,0.0204,0.022,0.0481,0.046,0.0844,0.2341,0.2984,0.2864,0.0867,0.0009,0.1626,0.0842,0.325,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-08-08,10SFH,0.0227,0.0266,0.0518,0.0457,0.0786,0.2321,0.2972,0.2945,0.0747,0.0015,0.1653,0.0847,0.3338,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-08-13,10SFH,0.0208,0.0196,0.041,0.0355,0.0763,0.2276,0.2885,0.2775,0.0692,0.001,0.1505,0.0744,0.3231,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-08-18,10SFH,0.0215,0.0197,0.0418,0.0405,0.0811,0.2291,0.2847,0.2863,0.1407,0.0011,0.1637,0.0831,0.3325,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-08-23,10SFH,0.0182,0.0184,0.0445,0.0393,0.0818,0.2389,0.3005,0.301,0.0994,0.0015,0.1474,0.0743,0.3395,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-08-28,10SFH,0.0171,0.0165,0.0424,0.0367,0.074,0.2326,0.2975,0.2903,0.0428,0.0009,0.1498,0.0708,0.3354,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-09-02,10SFH,0.0205,0.0166,0.0389,0.0354,0.0755,0.216,0.2816,0.2743,0.0705,0.0011,0.1423,0.0695,0.3137,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-09-07,10SFH,0.0176,0.0188,0.0435,0.0396,0.0751,0.2208,0.2853,0.2865,0.0988,0.0009,0.1503,0.074,0.3234,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-09-12,10SFH,0.2232,0.213,0.2258,0.231,0.2617,0.3255,0.3558,0.3613,0.2033,0.0699,0.1412,0.1354,0.374,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-09-17,10SFH,0.0191,0.0186,0.0441,0.0405,0.0817,0.2209,0.283,0.2852,0.0953,0.0009,0.1539,0.0784,0.3228,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-09-22,10SFH,0.0182,0.0136,0.0375,0.0389,0.0806,0.21,0.2664,0.274,0.1086,0.001,0.1479,0.0751,0.3068,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-09-27,10SFH,0.0188,0.018,0.0436,0.0454,0.0845,0.223,0.2764,0.2884,0.0956,0.0032,0.1635,0.083,0.3184,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-10-02,10SFH,0.0165,0.0118,0.0352,0.035,0.0736,0.2017,0.2582,0.256,0.0318,0.0011,0.1466,0.072,0.305,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-10-07,10SFH,0.0207,0.0238,0.046,0.05,0.0845,0.2021,0.2512,0.2676,0.1125,0.0008,0.1606,0.0857,0.2925,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-10-12,10SFH,0.0207,0.0163,0.0381,0.0398,0.0745,0.1903,0.2373,0.2493,0.0914,0.001,0.1463,0.0768,0.2778,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-10-17,10SFH,0.018,0.0179,0.042,0.0462,0.0827,0.2006,0.2489,0.2627,0.0907,0.0009,0.1568,0.0808,0.2916,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-10-22,10SFH,0.0183,0.0159,0.0405,0.0432,0.0822,0.1966,0.2439,0.2588,0.0917,0.001,0.144,0.075,0.291,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-10-27,10SFH,0.0172,0.0216,0.0437,0.0541,0.0831,0.1997,0.2453,0.2598,0.0514,0.0013,0.1654,0.0839,0.2948,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-11-01,10SFH,0.0199,0.0188,0.0435,0.0534,0.088,0.1927,0.2364,0.2467,0.0559,0.0084,0.1639,0.0882,0.2872,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-11-06,10SFH,0.0223,0.0236,0.0468,0.0562,0.0888,0.1833,0.2196,0.2387,0.1239,0.0015,0.1647,0.089,0.2646,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-11-11,10SFH,0.0246,0.0202,0.037,0.0445,0.0805,0.1785,0.2208,0.2356,0.1198,0.002,0.15,0.0809,0.2599,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-11-16,10SFH,0.0302,0.0399,0.0528,0.0696,0.1061,0.1833,0.2308,0.243,0.0144,0.0012,0.1672,0.0844,0.282,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-11-21,10SFH,0.2188,0.0522,0.1256,0.1789,0.229,0.3024,0.3599,0.2549,0.0425,0.0137,0.261,0.2298,0.3982,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-11-26,10SFH,0.0116,0.0123,0.0308,0.0485,0.0712,0.1101,0.1391,0.1465,0.0097,0.0175,0.1236,0.0692,0.1842,200.0,0b11001000,0b11,High aerosol,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-12-01,10SFH,0.0104,0.007,0.033,0.079,0.1093,0.1582,0.1908,0.2153,0.0727,0.0032,0.1823,0.1165,0.247,200.0,0b11001000,0b11,High aerosol,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-12-06,10SFH,0.0275,0.0295,0.0469,0.0683,0.0847,0.1196,0.1434,0.1528,0.0335,0.0016,0.1854,0.1047,0.1801,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-12-11,10SFH,0.0506,0.0895,0.1144,0.1551,0.1795,0.2146,0.2461,0.2628,0.0364,0.0013,0.2949,0.2078,0.2965,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-12-21,10SFH,0.4718,0.4137,0.3966,0.3947,0.3904,0.4139,0.4395,0.4029,0.0288,0.0133,0.35,0.2569,0.4558,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-12-26,10SFH,0.03,0.0368,0.0513,0.0767,0.0907,0.1218,0.1358,0.145,0.0645,0.0012,0.2106,0.1293,0.1675,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw1_S2,1,38.1074,-121.6469,2018-12-31,10SFH,0.032,0.0411,0.0564,0.0861,0.1018,0.1227,0.1419,0.1507,0.0948,0.0018,0.2377,0.1496,0.1714,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
