Category,ID,Latitude,Longitude,Date,HLS_Tile,HLSS30_020_B01,HLSS30_020_B02,HLSS30_020_B03,HLSS30_020_B04,HLSS30_020_B05,HLSS30_020_B06,HLSS30_020_B07,HLSS30_020_B08,HLSS30_020_B09,HLSS30_020_B10,HLSS30_020_B11,HLSS30_020_B12,HLSS30_020_B8A,HLSS30_020_Fmask,HLSS30_020_Fmask_bitmask,HLSS30_020_Fmask_Aerosol_level,HLSS30_020_Fmask_Aerosol_level_Description,HLSS30_020_Fmask_Water,HLSS30_020_Fmask_Water_Description,HLSS30_020_Fmask_Snow/ice,HLSS30_020_Fmask_Snow/ice_Description,HLSS30_020_Fmask_Cloud_shadow,HLSS30_020_Fmask_Cloud_shadow_Description,HLSS30_020_Fmask_Adjacent_to_cloud/shadow,HLSS30_020_Fmask_Adjacent_to_cloud/shadow_Description,HLSS30_020_Fmask_Cloud,HLSS30_020_Fmask_Cloud_Description,"HLSS30_020_Fmask_Cirrus_/_Reserved,_but_not_used","HLSS30_020_Fmask_Cirrus_/_Reserved,_but_not_used_Description"
US-Tw4_S2,1,38.1027,-121.6413,2017-07-09,10SFH,0.0191,0.0325,0.0586,0.0652,0.1031,0.1953,0.2379,0.2438,0.0696,0.001,0.1709,0.1018,0.2703,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw4_S2,1,38.1027,-121.6413,2017-07-14,10SFH,0.0178,0.0266,0.0509,0.057,0.0877,0.1778,0.227,0.2314,0.0704,0.0007,0.1656,0.0965,0.2622,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw4_S2,1,38.1027,-121.6413,2017-07-19,10SFH,0.0192,0.0274,0.0547,0.0598,0.099,0.1979,0.2405,0.2428,0.085,0.001,0.1637,0.093,0.2669,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw4_S2,1,38.1027,-121.6413,2017-07-24,10SFH,0.0154,0.0255,0.0499,0.0521,0.0882,0.1877,0.2306,0.2356,0.0699,0.0008,0.1621,0.0905,0.2631,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw4_S2,1,38.1027,-121.6413,2017-07-29,10SFH,0.0181,0.0265,0.0501,0.0554,0.0935,0.1938,0.2294,0.2399,0.0882,0.0009,0.1563,0.0859,0.2631,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw4_S2,1,38.1027,-121.6413,2017-08-03,10SFH,0.0121,0.0282,0.0504,0.0549,0.0858,0.1998,0.2463,0.2577,0.0425,0.0061,0.1697,0.0918,0.2849,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw4_S2,1,38.1027,-121.6413,2017-08-08,10SFH,0.0148,0.0211,0.0454,0.0471,0.0835,0.1861,0.2364,0.2398,0.0537,0.0007,0.1451,0.0816,0.2782,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw4_S2,1,38.1027,-121.6413,2017-08-13,10SFH,0.0142,0.0206,0.0446,0.048,0.0805,0.171,0.2224,0.2253,0.0519,0.0008,0.1521,0.0839,0.2607,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw4_S2,1,38.1027,-121.6413,2017-08-23,10SFH,0.0129,0.0176,0.0413,0.041,0.0775,0.1791,0.2253,0.2296,0.036,0.0011,0.1468,0.0775,0.2608,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw4_S2,1,38.1027,-121.6413,2017-09-02,10SFH,0.0145,0.0186,0.0398,0.041,0.071,0.1672,0.2203,0.2177,0.0293,0.0011,0.1427,0.0786,0.2509,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw4_S2,1,38.1027,-121.6413,2017-09-12,10SFH,0.0407,-0.0026,-0.0032,-0.0052,0.0074,0.0492,0.0763,0.0739,-0.0067,0.002,0.0299,0.0184,0.0916,200.0,0b11001000,0b11,High aerosol,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw4_S2,1,38.1027,-121.6413,2017-09-22,10SFH,0.0164,0.024,0.0435,0.0493,0.079,0.1845,0.231,0.2388,0.063,0.0014,0.1504,0.0814,0.2624,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw4_S2,1,38.1027,-121.6413,2017-09-27,10SFH,0.0147,0.0191,0.0399,0.044,0.079,0.1742,0.2189,0.2244,0.0704,0.001,0.1452,0.0798,0.2557,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw4_S2,1,38.1027,-121.6413,2017-10-02,10SFH,0.0175,0.0247,0.0481,0.054,0.0861,0.1786,0.2122,0.2317,0.1143,0.0018,0.1626,0.0873,0.2521,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw4_S2,1,38.1027,-121.6413,2017-10-07,10SFH,0.0119,0.0148,0.0373,0.0409,0.073,0.1686,0.2026,0.2141,0.0863,0.001,0.144,0.0802,0.2433,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw4_S2,1,38.1027,-121.6413,2017-10-12,10SFH,0.0157,0.0267,0.0503,0.0616,0.0874,0.1729,0.2099,0.2285,0.1326,0.0036,0.1611,0.0918,0.2454,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw4_S2,1,38.1027,-121.6413,2017-10-17,10SFH,0.0122,0.0117,0.0279,0.0316,0.0528,0.1189,0.148,0.1571,0.0447,0.007,0.088,0.0556,0.1786,196.0,0b11000100,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,"Reserved, but not used"
US-Tw4_S2,1,38.1027,-121.6413,2017-10-22,10SFH,0.015,0.0182,0.04,0.049,0.0756,0.1572,0.1918,0.2033,0.0632,0.0012,0.144,0.083,0.2301,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw4_S2,1,38.1027,-121.6413,2017-10-27,10SFH,0.0156,0.0195,0.0379,0.0464,0.0843,0.147,0.1805,0.1865,0.0572,0.0009,0.1446,0.0836,0.2223,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw4_S2,1,38.1027,-121.6413,2017-11-01,10SFH,0.0179,0.0249,0.0463,0.0606,0.0879,0.1459,0.1756,0.1897,0.0383,0.0011,0.1617,0.0929,0.2158,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw4_S2,1,38.1027,-121.6413,2017-11-06,10SFH,0.0082,0.0049,0.0101,0.012,0.0159,0.0334,0.0422,0.039,0.0053,0.0007,0.0228,0.0129,0.0455,72.0,0b01001000,0b01,Low aerosol,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw4_S2,1,38.1027,-121.6413,2017-11-11,10SFH,0.0136,0.0188,0.0351,0.0463,0.077,0.1321,0.1553,0.1721,0.0364,0.0012,0.1481,0.0839,0.2,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw4_S2,1,38.1027,-121.6413,2017-11-21,10SFH,0.0262,0.0454,0.0563,0.0715,0.0725,0.1041,0.1257,0.1207,-0.04,0.0063,0.1174,0.1016,0.144,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
US-Tw4_S2,1,38.1027,-121.6413,2017-12-01,10SFH,0.0207,0.0199,0.0379,0.0529,0.0715,0.1058,0.1223,0.1212,0.043,0.0149,0.1514,0.0994,0.1511,136.0,0b10001000,0b10,Moderate aerosol,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw4_S2,1,38.1027,-121.6413,2017-12-06,10SFH,0.0195,0.0257,0.0417,0.056,0.0769,0.1091,0.1259,0.135,0.0635,0.0012,0.1635,0.1059,0.1538,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw4_S2,1,38.1027,-121.6413,2017-12-11,10SFH,0.0341,0.0631,0.0856,0.0985,0.126,0.1686,0.1951,0.2331,0.1225,0.0924,0.2135,0.1602,0.2355,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
US-Tw4_S2,1,38.1027,-121.6413,2017-12-16,10SFH,0.0264,0.0307,0.046,0.0641,0.0861,0.1098,0.1274,0.1315,0.0761,0.0013,0.1841,0.1206,0.1557,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw4_S2,1,38.1027,-121.6413,2017-12-21,10SFH,0.0265,0.032,0.0453,0.0663,0.0875,0.1095,0.1273,0.1383,0.0883,0.0019,0.1957,0.1245,0.162,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw4_S2,1,38.1027,-121.6413,2017-12-26,10SFH,0.0268,0.0288,0.0415,0.063,0.0862,0.1122,0.1277,0.1357,0.0583,0.0013,0.1862,0.1129,0.1674,64.0,0b01000000,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
US-Tw4_S2,1,38.1027,-121.6413,2017-12-31,10SFH,0.2458,0.2242,0.228,0.2667,0.2962,0.3341,0.3571,0.362,0.2007,0.1037,0.2717,0.2121,0.3859,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
